PercentageE,PriceDelta,MonthsUntilExpiration,PreviousPatents,Net_Income,IncomeUnknown,US Company,EvergreenFlag
0.8785675013742615,0.3743928689358906,-0.5626351487971882,-0.25991930758620013,-0.20010317796195,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.5626351487971882,-0.25991930758620013,-0.20010317796195,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.5626351487971882,-0.25991930758620013,-0.20010317796195,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.5626351487971882,-0.25991930758620013,-0.20010317796195,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.5626351487971882,-0.25991930758620013,-0.20010317796195,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.5626351487971882,-0.25991930758620013,-0.20010317796195,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.5626351487971882,-0.25991930758620013,-0.20010317796195,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.5626351487971882,-0.25991930758620013,-0.20010317796195,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.5626351487971882,-0.25991930758620013,-0.20010317796195,0.0,1.0,1.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
0.8785675013742615,0.3743928689358906,-0.8396453048375996,0.11346713861126426,-0.19989140513302472,0.0,1.0,0.0
